train_size,mean_coverage,avg_width,mean_lower,mean_upper
1.0,0.9846153846153847,0.0,0.9997931691316458,0.9997931691316458
6.0,0.551923076923077,0.0814111804866638,0.9587412448380237,1.0401524253246874
11.0,0.6942307692307692,0.11759686162004936,0.9417446072019272,1.0593414688219767
16.0,0.7769230769230769,0.15222144706162788,0.9257314329811086,1.0779528800427365
21.0,0.7942307692307692,0.1706518161362344,0.9220799700668826,1.092731786203117
26.0,0.8096153846153846,0.19646892981986344,0.9131940064622337,1.1096629362820973
31.0,0.85,0.21905110859809268,0.9004750392107467,1.1195261478088394
36.0,0.8692307692307693,0.1325046566874425,0.9510844918911018,1.0835891485785445
41.0,0.8634615384615385,0.12664497846053732,0.9540829811279575,1.0807279595884949
46.0,0.8884615384615384,0.11248850626142133,0.9562783339326052,1.0687668401940265
51.0,0.8884615384615384,0.10754116220262079,0.9548617190515548,1.0624028812541755
56.0,0.8788461538461538,0.10281829049437845,0.9592145376869339,1.0620328281813123
61.0,0.8903846153846153,0.10376214810815547,0.9620590449118929,1.0658211930200483
66.0,0.8826923076923077,0.08942190132631107,0.9677294167852161,1.0571513181115273
71.0,0.8942307692307693,0.06135533361974804,0.9748567434432932,1.036212077063041
76.0,0.8961538461538462,0.05105994741045798,0.975502257923245,1.026562205333703
81.0,0.8961538461538462,0.036175330817729064,0.9810391764712257,1.017214507288955
86.0,0.9153846153846154,0.029341344266627194,0.9851596710428772,1.0145010153095042
91.0,0.9057692307692308,0.023707777801400366,0.9864150584452956,1.010122836246696
96.0,0.9153846153846154,0.020277037566697253,0.9892985935342647,1.009575631100962
101.0,0.9192307692307692,0.021699530004854885,0.9860034748091989,1.0077030048140538
106.0,0.9134615384615384,0.018983592263809967,0.9911105405897488,1.010094132853559
111.0,0.9115384615384615,0.020489571134415536,0.9883682438916173,1.0088578150260328
116.0,0.9019230769230769,0.017024819899482183,0.9919626158548576,1.00898743575434
121.0,0.925,0.5818975662955435,0.790007063218854,1.3719046295143975
126.0,0.9115384615384615,0.6418686306934006,0.6521194769165611,1.2939881076099617
131.0,0.9096153846153846,0.622715329709499,0.6529360662386952,1.275651395948194
136.0,0.8807692307692307,0.2368121817718738,0.760752100063127,0.9975642818350009
141.0,0.8807692307692307,0.3861825057479291,0.6356176704681231,1.0218001762160525
146.0,0.8769230769230769,0.38982849717997353,0.6344521441975541,1.0242806413775276
151.0,0.8903846153846153,0.5856937373457756,0.4482614108790886,1.0339551482248641
156.0,0.8961538461538462,0.633592965670787,0.4033501311152935,1.0369430967860804
161.0,0.8634615384615385,0.6244296277259119,0.41897451430079136,1.0434041420267033
166.0,0.8903846153846153,0.975784482317346,0.12552042761955595,1.1013049099369019
171.0,0.8807692307692307,0.6133738219946604,0.41474765421847914,1.0281214762131397
176.0,0.8673076923076923,0.32912276007376146,0.6691327137029903,0.9982554737767517
181.0,0.9019230769230769,0.8290136667244803,0.38672464919385097,1.2157383159183313
186.0,0.9211538461538461,0.5810962156065014,0.8332842420896577,1.4143804576961592
191.0,0.925,0.8531078120103073,0.48487219298338957,1.3379800049936967
196.0,0.9403846153846154,0.6738933676195146,0.8024698118281525,1.476363179447667
201.0,0.8884615384615384,0.5384344022435142,0.4903757808497783,1.0288101830932925
206.0,0.8903846153846153,0.40804360605198325,0.6175067051030522,1.0255503111550355
211.0,0.9153846153846154,0.4419069950442759,0.583174279640114,1.0250812746843898
216.0,0.925,0.5177779465834745,0.5136554460322469,1.0314333926157215
221.0,0.9115384615384615,0.9131730379017037,0.18325023317421613,1.0964232710759199
226.0,0.9153846153846154,0.9143702014705654,0.18617835954960318,1.1005485610201686
231.0,0.9346153846153846,0.7885944413153692,0.6200147877514196,1.4086092290667889
236.0,0.9115384615384615,0.9260520619098246,0.25895779176880523,1.1850098536786298
241.0,0.8865384615384615,0.9441974913461446,0.19118508177995275,1.1353825731260976
246.0,0.85,0.9449650776120508,0.14760537913427224,1.092570456746323
251.0,0.9365384615384615,0.9619771025196199,0.1597453720287558,1.1217224745483756
256.0,0.9038461538461539,0.9455690479695343,0.18483730627165923,1.1304063542411935
261.0,0.9019230769230769,0.9274016287130497,0.242207755852473,1.1696093845655229
266.0,0.9288461538461539,0.9119259223076408,0.33918243683130633,1.2511083591389471
271.0,0.948076923076923,0.9299459356932637,0.46950647756618236,1.3994524132594461
276.0,0.9365384615384615,0.2734138639389417,0.9425436996640993,1.215957563603041
281.0,0.948076923076923,0.8083362703701442,0.8162273140607547,1.6245635844308988
286.0,0.9519230769230769,0.02556728820060544,0.969151541285445,0.9947188294860504
291.0,0.9173076923076923,0.944474968591862,0.18795845647992102,1.132433425071783
296.0,0.9096153846153846,0.9351954237288127,0.2169093936570295,1.152104817385842
301.0,0.9153846153846154,0.9147406066651916,0.3012899088327292,1.216030515497921
306.0,0.9384615384615385,0.8726976239958676,0.46694032073320363,1.3396379447290712
311.0,0.9596153846153846,0.02297150243322989,0.9809648787835775,1.0039363812168074
316.0,0.9653846153846154,0.02343016612165258,0.9806809185051157,1.0041110846267682
321.0,0.9076923076923077,0.8523067409822779,0.22400620504866584,1.0763129460309437
326.0,0.95,0.03105761020353996,0.9723537737936331,1.0034113839971728
331.0,0.9461538461538461,0.025013559031582467,0.9807227900837864,1.0057363491153688
336.0,0.9615384615384616,0.02170950940203448,0.984983279412894,1.0066927888149284
341.0,0.9596153846153846,0.02498479745883289,0.9773596674281407,1.0023444648869737
346.0,0.9557692307692308,0.028538439973626536,0.9740058635202344,1.002544303493861
351.0,0.9653846153846154,0.0321816717262935,0.972090356611976,1.0042720283382698
356.0,0.9576923076923077,0.02511258838229725,0.9768331692548575,1.0019457576371547
361.0,0.9576923076923077,0.024217452955246896,0.982739401789054,1.0069568547443009
366.0,0.95,0.023560283151767836,0.9870606452131688,1.0106209283649366
371.0,0.9519230769230769,0.024466184472050394,0.9801073225193958,1.004573506991446
376.0,0.9538461538461539,0.023760026029628734,0.9872114782280413,1.0109715042576704
381.0,0.9519230769230769,0.026561322427433743,0.9814361207998673,1.0079974432273013
386.0,0.9576923076923077,0.025704922762250434,0.9819372370508311,1.0076421598130814
391.0,0.9653846153846154,0.027182630780478643,0.9758274896549403,1.003010120435419
396.0,0.9557692307692308,0.031249277231879705,0.9722464466403741,1.0034957238722542
