train_size,mean_coverage,avg_width,mean_lower,mean_upper
1.0,0.9996923076923077,0.0,1.0000046498225286,1.0000046498225286
11.0,0.6315,0.1095630230885494,0.9459189480915595,1.055481971180109
21.0,0.7263076923076923,0.10643221893920421,0.9569853390183705,1.0634175579575746
31.0,0.8102307692307692,0.14311175123439715,0.9442688085419791,1.0873805597763764
41.0,0.8430769230769231,0.07153876854585942,0.9700033291409333,1.041542097686793
51.0,0.8628846153846154,0.059018642076473844,0.9733508069114956,1.0323694489879693
61.0,0.872423076923077,0.052507546161208375,0.9747653996747566,1.0272729458359648
71.0,0.8850384615384616,0.0544727110958957,0.973913892651337,1.0283866037472327
81.0,0.8946923076923077,0.06592281207487097,0.9697371804585596,1.0356599925334307
91.0,0.8981923076923077,0.0459262308182187,0.9794551461277732,1.0253813769459919
101.0,0.8986538461538461,0.033834350596995466,0.9852495181323592,1.0190838687293546
111.0,0.9097307692307692,0.03017016559333269,0.9872255172898908,1.0173956828832234
121.0,0.9145384615384615,0.03542384539942268,0.9841840113528127,1.0196078567522355
131.0,0.9169615384615385,0.11456298228991829,0.9703644049078872,1.0849273871978053
141.0,0.9126153846153846,0.9907509554530087,0.5617076469134302,1.552458602366439
151.0,0.9098076923076923,0.9704624997519974,0.8069545648481168,1.777417064600114
161.0,0.9061538461538462,0.886722387151499,0.891533821688727,1.7782562088402263
171.0,0.9176923076923077,0.45471081231547733,0.9432221858305547,1.3979329981460322
181.0,0.9224230769230769,0.007743523888573963,0.9966606322615098,1.0044041561500838
191.0,0.9206538461538462,0.0077167109201162504,0.9953408710323296,1.0030575819524459
201.0,0.9171153846153847,0.6478982158341147,0.9346496626722264,1.582547878506341
211.0,0.9248076923076923,0.008985561965331134,0.9829634966851671,0.9919490586504982
221.0,0.9296923076923077,0.027910990574688023,0.9710067678704517,0.9989177584451399
231.0,0.9267307692307692,0.3793765610518632,0.9498156596008608,1.3291922206527238
241.0,0.9293461538461538,0.6574280354408024,0.9310565968749013,1.5884846323157038
251.0,0.9260769230769231,0.7374360298605047,0.34735610066537204,1.0847921305258768
261.0,0.9332307692307692,0.9731718245808076,0.20062750631823578,1.1737993308990433
271.0,0.928076923076923,0.9906510286296707,0.22488869045504173,1.2155397190847124
281.0,0.929,0.5129951041771936,0.9365260360002852,1.4495211401774788
291.0,0.9272307692307692,0.4903344152723188,0.9400689412274891,1.4304033564998082
301.0,0.9245769230769231,0.9424928424255337,0.8357986737733392,1.7782915161988728
311.0,0.9328846153846154,0.8927578112798493,0.8909969140607665,1.7837547253406156
321.0,0.9316923076923077,0.6945659796905308,0.921276616047817,1.6158425957383475
331.0,0.931076923076923,0.6399510472359287,0.927806231061373,1.5677572782973017
341.0,0.9366538461538462,0.9719201247006759,0.19256054168615006,1.1644806663868261
351.0,0.9393461538461538,0.00397187669350412,0.989171404955887,0.993143281649391
361.0,0.9371923076923077,0.9316549918292192,0.17018073164837533,1.1018357234775946
371.0,0.9322307692307692,0.5635086404344681,0.9396959165157615,1.5032045569502295
381.0,0.9385,0.011180631191704713,0.9840463218892911,0.995226953080996
391.0,0.9398076923076923,0.011247150171050308,0.9849654103993464,0.9962125605703969
401.0,0.9384615384615385,0.004713404838229204,0.9864441283405764,0.9911575331788056
411.0,0.9382692307692307,0.06439073032071459,0.9826404913956492,1.047031221716364
421.0,0.9378076923076923,0.3908615813088539,0.6566680933307744,1.047529674639628
431.0,0.9346923076923077,0.7997345274616339,0.28265408535133646,1.08238861281297
441.0,0.935923076923077,0.7688741468365048,0.9227926792853279,1.6916668261218328
451.0,0.939923076923077,0.351855659554593,0.9553286539575803,1.3071843135121737
461.0,0.9391538461538461,0.9573556370011939,0.13998958781397586,1.0973452248151696
471.0,0.9391153846153846,0.9845180796929708,0.12195145569912798,1.1064695353920988
481.0,0.9434615384615385,0.04186660593175823,0.9749186126083682,1.0167852185401263
491.0,0.9433461538461538,0.021418712636667545,0.9803707154079156,1.0017894280445832
501.0,0.9348846153846154,0.9403142317095069,0.15457269117678182,1.0948869228862887
511.0,0.9413076923076923,0.9798835370484951,0.1357520590055703,1.1156355960540654
521.0,0.9389615384615385,0.9950874501514063,0.14772717026113164,1.1428146204125382
531.0,0.9381153846153846,0.9677545182862355,0.12908077258410205,1.0968352908703374
541.0,0.9381153846153846,0.9887194004413703,0.19789636349448889,1.186615763935859
551.0,0.939076923076923,0.9798870612215228,0.8250980928826628,1.8049851541041857
561.0,0.9367692307692308,0.5170710661272021,0.9416824258253464,1.4587534919525484
571.0,0.9431923076923077,0.7178499786788511,0.341672810752568,1.0595227894314194
581.0,0.9431923076923077,0.5296572000636139,0.5217608812275111,1.051418081291125
591.0,0.9385769230769231,0.6942803771080237,0.9344113836326648,1.6286917607406883
601.0,0.937076923076923,0.2733840730792866,0.9571170147236703,1.2305010878029568
611.0,0.9445,0.05977817457117367,0.9697830391661593,1.029561213737333
621.0,0.9402692307692307,0.9475625740296525,0.13785457854552435,1.0854171525751768
631.0,0.9417307692307693,0.9628016732320267,0.12457912631167825,1.0873807995437053
641.0,0.9421538461538461,0.979619284852932,0.10823782299571895,1.087857107848651
651.0,0.944,0.9776093063850707,0.8834084449162001,1.861017751301271
661.0,0.9427692307692308,0.046308598624826336,0.9725255695324171,1.0188341681572433
671.0,0.9434230769230769,0.8804123937358086,0.9178371844013694,1.798249578137178
681.0,0.9376153846153846,0.5805623441912674,0.9417273424602642,1.5222896866515319
691.0,0.9441153846153846,0.8237282581804375,0.24145976332513772,1.0651880215055753
701.0,0.9455384615384615,0.8450727006532849,0.2199707003382703,1.0650434009915553
711.0,0.9409615384615385,0.9282773889872491,0.9095335722461244,1.8378109612333735
721.0,0.946,0.11724073428638454,0.9181080653714052,1.0353487996577897
731.0,0.944,0.14536643317946588,0.8923978603383454,1.0377642935178113
741.0,0.9455769230769231,0.0914734203524608,0.9429818624563346,1.0344552828087954
751.0,0.9438846153846154,0.9782100483662721,0.856080239435991,1.8342902878022633
761.0,0.9450384615384615,0.8708035826457791,0.19555740149472528,1.0663609841405044
771.0,0.9443461538461538,0.037212244819474403,0.9717043236207878,1.0089165684402623
781.0,0.9454615384615385,0.6091540356731007,0.44371518332554905,1.0528692189986497
791.0,0.9366153846153846,0.9139918767677186,0.9085816702350594,1.8225735470027782
801.0,0.9343461538461538,0.9187554054198898,0.9073428929739249,1.8260982983938148
811.0,0.9433076923076923,0.8979230696114958,0.1724241171865285,1.070347186798024
821.0,0.9455,0.8910220482224087,0.1762841751151417,1.0673062233375503
831.0,0.9442692307692307,0.003527584233906714,0.9780589183834726,0.9815865026173793
841.0,0.9385769230769231,0.49618492829315225,0.9447897269999714,1.4409746552931235
851.0,0.9408846153846154,0.30708263740640085,0.9551333762356955,1.2622160136420963
861.0,0.9430384615384615,0.7164566244260916,0.3423016561645835,1.0587582805906752
871.0,0.9442307692307692,0.7702003023277343,0.2905126029187883,1.0607129052465225
881.0,0.9434230769230769,0.15792480980081616,0.9585436911585822,1.1164685009593982
891.0,0.9548461538461539,0.18601235175163724,0.8522551130201278,1.0382674647717651
901.0,0.9421538461538461,0.5410899990228464,0.9417020304909068,1.482792029513753
911.0,0.9440384615384615,0.9666436220026405,0.11188075305033149,1.078524375052972
921.0,0.9407307692307693,0.9726894764088317,0.10194677446306315,1.0746362508718947
931.0,0.9389615384615385,0.6482098594725911,0.9346224833406226,1.5828323428132138
941.0,0.9438461538461539,0.5228775831019886,0.5315740534020362,1.0544516365040246
951.0,0.9422692307692307,0.9000130775874914,0.9140509647250953,1.8140640423125864
961.0,0.9452307692307692,0.1424101297015759,0.9610030013105044,1.10341313101208
971.0,0.9451923076923077,0.20226072994624686,0.9579654745473964,1.160226204493643
981.0,0.9466153846153846,0.9796605984406536,0.09807464636807095,1.0777352448087245
991.0,0.9474615384615385,0.9526103955460876,0.13304834387266792,1.0856587394187558
1001.0,0.9449615384615384,0.9731570407690079,0.10536029939219922,1.078517340161207
1011.0,0.9442692307692307,0.9762985358231115,0.8293354878992997,1.8056340237224109
1021.0,0.9467692307692308,0.22737192335149697,0.9554470646772818,1.1828189880287787
1031.0,0.9445,0.9876693102075677,0.715578745075932,1.7032480552834992
1041.0,0.9453846153846154,0.8379045654804442,0.22733421547499832,1.0652387809554427
1051.0,0.9473076923076923,0.08766135458607902,0.9466019598274187,1.0342633144134976
1061.0,0.9462692307692308,0.0679356422839459,0.961925810738069,1.029861453022015
1071.0,0.9453461538461538,0.2840770938027574,0.7582630194145915,1.0423401132173487
1081.0,0.9458076923076923,0.1476590586782089,0.8893766798259904,1.0370357385041993
1091.0,0.9459615384615384,0.08912084650741663,0.9451261285947422,1.034246975102159
1101.0,0.9464615384615385,0.1479055460854981,0.8889869896958951,1.0368925357813932
1111.0,0.9469615384615384,0.5936938133999712,0.46004486705576975,1.0537386804557407
1121.0,0.9532692307692308,0.3770874278565241,0.6673738600259874,1.0444612878825117
1131.0,0.9441153846153846,0.9570961995326996,0.11672240199929182,1.0738186015319915
1141.0,0.9458461538461539,0.5353811682262266,0.5145587126423967,1.0499398808686236
1151.0,0.9455769230769231,0.36735244485086693,0.6766622688515507,1.0440147137024176
1161.0,0.9465384615384616,0.2552577349346216,0.7864903511564386,1.0417480860910604
1171.0,0.9498076923076924,0.2520994602545676,0.7899016095530007,1.0420010698075686
1181.0,0.9461153846153846,0.09733418082182027,0.9368400678760884,1.0341742486979084
1191.0,0.9465769230769231,0.06476916343208214,0.9615248839884656,1.0262940474205478
