train_size,mean_coverage,avg_width,mean_lower,mean_upper
1.0,0.9846153846153847,0.0,0.9999493259650011,0.9999493259650011
6.0,0.5096153846153846,0.09276318213305412,0.9521759140758942,1.0449390962089484
11.0,0.7134615384615385,0.08644079519457469,0.9588328184354139,1.0452736136299885
16.0,0.7230769230769231,0.10649704748007295,0.9531784562206224,1.0596755037006953
21.0,0.6846153846153846,0.13318444753959502,0.9449356574228578,1.078120104962453
26.0,0.7423076923076923,0.1620139187027507,0.935703151382655,1.0977170700854055
31.0,0.7807692307692308,0.17961987348230657,0.9279631715936115,1.1075830450759183
36.0,0.8346153846153846,0.12770357934274254,0.9443088370215513,1.0720124163642941
41.0,0.8538461538461538,0.12483592245450535,0.9449879367353955,1.0698238591899007
46.0,0.8557692307692307,0.10391461533452313,0.9558671855592846,1.0597818008938078
51.0,0.9,0.08394281017562405,0.9650260880808191,1.0489688982564431
56.0,0.8980769230769231,0.07153708235526082,0.9691011420840857,1.0406382244393464
61.0,0.8980769230769231,0.05643174263928914,0.975888844506819,1.032320587146108
66.0,0.9,0.057487360173845224,0.9747675635662016,1.032254923740047
71.0,0.8923076923076924,0.05624244723802864,0.9725063716251403,1.028748818863169
76.0,0.8807692307692307,0.041423908901464294,0.9788973957218312,1.0203213046232955
81.0,0.8711538461538462,0.04131531323831549,0.9773953377953183,1.018710651033634
86.0,0.8769230769230769,0.03859020497022395,0.9776844796238566,1.0162746845940804
91.0,0.9173076923076923,0.029328814714812326,0.9869848458736318,1.0163136605884442
96.0,0.8942307692307693,0.029830895989821665,0.9872350282979001,1.0170659242877218
101.0,0.9134615384615384,0.022804750547019047,0.9863284210786148,1.009133171625634
106.0,0.9211538461538461,0.023747515669975253,0.984980582506026,1.008728098176001
111.0,0.926923076923077,0.018212418651925476,0.9890395447283907,1.0072519633803163
116.0,0.9173076923076923,0.02310356890535446,0.9882126329184018,1.011316201823756
121.0,0.9076923076923077,0.02368942802466907,0.9861917978178385,1.0098812258425074
126.0,0.9057692307692308,0.021942384098472562,0.9856090262275923,1.007551410326065
131.0,0.9192307692307692,0.020232530186502763,0.9907885214017172,1.0110210515882203
136.0,0.9134615384615384,0.020900238770143992,0.985710199409035,1.0066104381791792
141.0,0.9346153846153846,0.01902341032057171,0.9924198420515947,1.0114432523721666
146.0,0.9211538461538461,0.018209887644339232,0.9893847171295134,1.0075946047738524
151.0,0.8769230769230769,0.6536937186807673,0.40273628789545285,1.05643000657622
156.0,0.8942307692307693,0.7764579380560834,0.28276353840824203,1.0592214764643255
161.0,0.9192307692307692,0.6316715895023886,0.8554862791657738,1.4871578686681624
166.0,0.9038461538461539,0.3011993202636399,0.6869067395320457,0.9881060597956859
171.0,0.8961538461538462,0.29899460692164775,0.6823428046263088,0.9813374115479567
176.0,0.9153846153846154,0.7670894894587229,0.8441156450865885,1.6112051345453116
181.0,0.8923076923076924,0.49862698550131657,0.5268644363831448,1.0254914218844613
186.0,0.9307692307692308,0.5832768935632573,0.8981376282852748,1.481414521848532
191.0,0.925,0.47174753158648797,0.9322343949504465,1.4039819265369344
196.0,0.9173076923076923,0.5530724984120722,0.9221711188969751,1.4752436173090473
201.0,0.9115384615384615,0.36032252773900136,0.6258071594727856,0.9861296872117871
206.0,0.8846153846153846,0.3607437684239913,0.6140801042440124,0.9748238726680037
211.0,0.9307692307692308,0.8043411716276611,0.8215318354138638,1.625873007041525
216.0,0.9211538461538461,0.81259685584251,0.7880890680225247,1.6006859238650346
221.0,0.9384615384615385,0.8039976630985207,0.8897049839572282,1.693702647055749
226.0,0.925,0.8097577940001323,0.8686186670067021,1.6783764610068344
231.0,0.8961538461538462,0.6238431915042717,0.9090627282267242,1.532905919730996
236.0,0.8961538461538462,0.9703663603580993,0.4904655468889081,1.4608319072470075
241.0,0.9230769230769231,0.702514827442315,0.8940464144940894,1.5965612419364046
246.0,0.8980769230769231,0.7976838396657513,0.8768098629587375,1.674493702624489
251.0,0.95,0.020797342729870598,0.9888364184661408,1.0096337611960111
256.0,0.9057692307692308,0.8602634980630203,0.816210308842273,1.6764738069052931
261.0,0.925,0.0963316297948155,0.9398514705492503,1.0361831003440658
266.0,0.8923076923076924,0.7913356781670767,0.2572232760247939,1.0485589541918707
271.0,0.8961538461538462,0.506403740061019,0.49952198420565685,1.0059257242666757
276.0,0.9057692307692308,0.5593406141246067,0.4516371481532859,1.0109777622778926
281.0,0.9134615384615384,0.7916104207521613,0.24488410656504117,1.0364945273172024
286.0,0.8942307692307693,0.9479168630673143,0.43100651517627275,1.378923378243587
291.0,0.8942307692307693,0.3375709920949716,0.8991192035865263,1.2366901956814977
296.0,0.9038461538461539,0.15242587622555392,0.9249992257606596,1.0774251019862136
301.0,0.95,0.06121012607291665,0.9497111409152434,1.0109212669881598
306.0,0.9134615384615384,0.3468436939963171,0.9081143487914143,1.2549580427877314
311.0,0.9019230769230769,0.40985249670928975,0.897053782041412,1.3069062787507015
316.0,0.926923076923077,0.0915316804408883,0.9150425308954274,1.0065742113363156
321.0,0.8807692307692307,0.41439091573698117,0.8891226230080951,1.3035135387450763
326.0,0.9211538461538461,0.6943710943593242,0.3261486551520929,1.0205197495114173
331.0,0.9134615384615384,0.9652111898712626,0.6491272533739452,1.6143384432452081
336.0,0.875,0.966947743461266,0.7914349836012087,1.7583827270624748
341.0,0.9,0.9783878544497533,0.8198431755399517,1.7982310299897049
346.0,0.925,0.9661401159086223,0.8264729953347428,1.792613111243365
351.0,0.9173076923076923,0.9111756475455605,0.8600461971336002,1.771221844679161
356.0,0.925,0.31965582793853864,0.9018204850851922,1.221476313023731
361.0,0.9173076923076923,0.35302658742896803,0.8860814334512326,1.2391080208802006
366.0,0.925,0.9020992226130496,0.8515621280160961,1.7536613506291459
371.0,0.8980769230769231,0.7236712547568058,0.8437282287369903,1.567399483493796
376.0,0.8961538461538462,0.5367333491130573,0.8255701091572383,1.3623034582702958
381.0,0.9557692307692308,0.9586351278503383,0.08475421810301768,1.043389345953356
386.0,0.9423076923076923,0.9177131621247187,0.11950698351882544,1.037220145643544
391.0,0.9288461538461539,0.9376849889304684,0.09145503888439828,1.029140027814867
396.0,0.9442307692307692,0.3483220962946649,0.8804302988790675,1.2287523951737325
401.0,0.9211538461538461,0.3323657236618555,0.910120175804081,1.2424858994659367
406.0,0.9076923076923077,0.34055441303554324,0.8969642764843819,1.237518689519925
411.0,0.9096153846153846,0.3972747480773374,0.8906750469244485,1.2879497950017862
416.0,0.925,0.3208501681973548,0.9042721908919189,1.225122359089274
421.0,0.9423076923076923,0.9642367068123854,0.05881275532708036,1.0230494621394657
426.0,0.8826923076923077,0.9724386784680684,0.06716791513803615,1.0396065936061045
431.0,0.8807692307692307,0.9568111819958611,0.210247448255022,1.1670586302508832
436.0,0.9134615384615384,0.8659444243112248,0.8304488585431467,1.6963932828543713
441.0,0.948076923076923,0.043429926111485655,0.9606380731871205,1.0040679992986061
446.0,0.9461538461538461,0.03649916458603654,0.9440884737161742,0.9805876383022105
451.0,0.9653846153846154,0.033543966596648815,0.9580537620982482,0.9915977286948972
456.0,0.9596153846153846,0.03296730038343968,0.9534618343341542,0.986429134717594
461.0,0.9653846153846154,0.035841721299606624,0.9620308599534517,0.9978725812530583
466.0,0.9884615384615385,0.03159870880820557,0.9714513574535766,1.003050066261782
